alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,0.0,ml,"20km E of Hawthorne, Nevada",,"M 0.0 - 20km E of Hawthorne, Nevada",0,earthquake, Nevada
,,4.8,mb,"89km WNW of Kuripan, Indonesia",,"M 4.8 - 89km WNW of Kuripan, Indonesia",0,earthquake, Indonesia
,,2.07,ml,"14km SW of Primm, NV",,"M 2.1 Quarry Blast - 14km SW of Primm, NV",0,quarry blast, NV
,,1.66,ml,"47km NE of Holtville, CA",,"M 1.7 Quarry Blast - 47km NE of Holtville, CA",0,quarry blast, CA
,,1.6,ml,"75km ESE of Amatignak Island, Alaska",,"M 1.6 - 75km ESE of Amatignak Island, Alaska",0,earthquake, Alaska
,,2.1,ml,"1km NNE of Princeton, Canada",,"M 2.1 Explosion - 1km NNE of Princeton, Canada",0,explosion, Canada
,,-0.34,ml,"48km WSW of Tanaga Volcano, Alaska",,"M -0.3 - 48km WSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.2,ml,"76km E of Gabbs, Nevada",,"M 1.2 Explosion - 76km E of Gabbs, Nevada",0,explosion, Nevada
,,1.4,md,"8km S of Pole Ojea, Puerto Rico",,"M 1.4 - 8km S of Pole Ojea, Puerto Rico",0,earthquake, Puerto Rico
,,-0.26,ml,"52km W of Tanaga Volcano, Alaska",,"M -0.3 - 52km W of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.6,ml,"27km WSW of Hawthorne, Nevada",,"M 0.6 - 27km WSW of Hawthorne, Nevada",0,earthquake, Nevada
,0.0,2.19,ml,"24km ESE of Campo, CA",,"M 2.2 - 24km ESE of Campo, CA",0,earthquake, CA
,,3.6,ml,"77km SSW of Kaktovik, Alaska",,"M 3.6 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.9,ml,"21km S of Ester, Alaska",,"M 0.9 - 21km S of Ester, Alaska",0,earthquake, Alaska
,,1.3,ml,"75km SSW of Kaktovik, Alaska",,"M 1.3 - 75km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.3,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.46,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.4,ml,"28km ENE of Bridgeport, California",,"M 0.4 - 28km ENE of Bridgeport, California",0,earthquake, California
,,1.5,ml,"86km SE of Adak, Alaska",,"M 1.5 - 86km SE of Adak, Alaska",0,earthquake, Alaska
,,1.3,ml,"85km SSE of Adak, Alaska",,"M 1.3 - 85km SSE of Adak, Alaska",0,earthquake, Alaska
,,1.1,ml,"77km SSW of Kaktovik, Alaska",,"M 1.1 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.4,ml,"26km SSE of Adak, Alaska",,"M 1.4 - 26km SSE of Adak, Alaska",0,earthquake, Alaska
,,,,"13km NW of Parkfield, CA",,"M ? - 13km NW of Parkfield, CA",0,earthquake, CA
,,0.49,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.4,mb,"143km W of Merizo Village, Guam",,"M 4.4 - 143km W of Merizo Village, Guam",0,earthquake, Guam
,,1.1,ml,"37km ENE of Cape Yakataga, Alaska",,"M 1.1 - 37km ENE of Cape Yakataga, Alaska",0,earthquake, Alaska
,,1.5,ml,"56km S of Tanaga Volcano, Alaska",,"M 1.5 - 56km S of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.4,ml,"236km SE of Kodiak, Alaska",,"M 2.4 - 236km SE of Kodiak, Alaska",0,earthquake, Alaska
,,0.87,ml,"7km NE of San Diego, CA",,"M 0.9 Quarry Blast - 7km NE of San Diego, CA",0,quarry blast, CA
,,1.85,ml,"10km ENE of Pahala, Hawaii",,"M 1.9 - 10km ENE of Pahala, Hawaii",0,earthquake, Hawaii
,,2.23,md,"35km N of Pepeekeo, Hawaii",,"M 2.2 - 35km N of Pepeekeo, Hawaii",0,earthquake, Hawaii
,,1.01,ml,"10km NE of Aguanga, CA",,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"82km S of Kaktovik, Alaska",,"M 1.5 - 82km S of Kaktovik, Alaska",0,earthquake, Alaska
,,0.34,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.2,mb,"171km NE of Dili, East Timor",,"M 4.2 - 171km NE of Dili, East Timor",0,earthquake, East Timor
,,2.6,ml,"20km NE of Fritz Creek, Alaska",,"M 2.6 - 20km NE of Fritz Creek, Alaska",0,earthquake, Alaska
,,5.0,mb,"188km S of L'Esperance Rock, New Zealand",,"M 5.0 - 188km S of L'Esperance Rock, New Zealand",0,earthquake, New Zealand
,,0.66,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.2,ml,"40km SW of Cantwell, Alaska",,"M 1.2 - 40km SW of Cantwell, Alaska",0,earthquake, Alaska
,,1.3,ml,"99km NNW of Arctic Village, Alaska",,"M 1.3 - 99km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.7,ml,"24km NE of Glide, Oregon",,"M 1.7 Explosion - 24km NE of Glide, Oregon",0,explosion, Oregon
,,1.3,ml,"99km NNW of Arctic Village, Alaska",,"M 1.3 - 99km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.57,md,"9km NW of The Geysers, CA",,"M 0.6 - 9km NW of The Geysers, CA",0,earthquake, CA
,,0.88,ml,"9km ENE of Aguanga, CA",,"M 0.9 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,-1.04,ml,"97km ESE of King Salmon, Alaska",,"M -1.0 - 97km ESE of King Salmon, Alaska",0,earthquake, Alaska
,,0.8,ml,"71km E of Warm Springs, Nevada",,"M 0.8 - 71km E of Warm Springs, Nevada",0,earthquake, Nevada
,,0.4,ml,"10km S of Mogul, Nevada",,"M 0.4 - 10km S of Mogul, Nevada",0,earthquake, Nevada
,,1.61,ml,"7km S of Mojave, CA",,"M 1.6 Quarry Blast - 7km S of Mojave, CA",0,quarry blast, CA
,,0.1,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.26,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.51,ml,"5km NE of Rancho San Diego, CA",,"M 1.5 Quarry Blast - 5km NE of Rancho San Diego, CA",0,quarry blast, CA
,,1.4,ml,"99km NNW of Arctic Village, Alaska",,"M 1.4 - 99km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"79km SSW of Kaktovik, Alaska",,"M 2.0 - 79km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.3,ml,"102km NNW of Arctic Village, Alaska",,"M 1.3 - 102km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.53,ml,"11km NE of Aguanga, CA",,"M 0.5 - 11km NE of Aguanga, CA",0,earthquake, CA
,,-0.3,ml,"71km SE of King Salmon, Alaska",,"M -0.3 - 71km SE of King Salmon, Alaska",0,earthquake, Alaska
,,1.4,ml,"24km S of Ester, Alaska",,"M 1.4 - 24km S of Ester, Alaska",0,earthquake, Alaska
,,2.3,ml,"102km NNW of Arctic Village, Alaska",,"M 2.3 - 102km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.15,ml,"8km ENE of Aguanga, CA",,"M 2.2 - 8km ENE of Aguanga, CA",0,earthquake, CA
,,1.67,ml,"8km SE of Benton City, Washington",,"M 1.7 Explosion - 8km SE of Benton City, Washington",0,explosion, Washington
,13.0,3.1,ml,"24km S of Ester, Alaska",,"M 3.1 - 24km S of Ester, Alaska",0,earthquake, Alaska
,,0.57,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.0,ml,"10km NE of Aguanga, CA",,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.3,ml,"104km NNW of Arctic Village, Alaska",,"M 1.3 - 104km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,-0.09,ml,"10km NE of Aguanga, CA",,"M -0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.9,mb,"108km ENE of Kiunga, Papua New Guinea",,"M 4.9 - 108km ENE of Kiunga, Papua New Guinea",0,earthquake, Papua New Guinea
,,1.6,ml,"101km NNW of Arctic Village, Alaska",,"M 1.6 - 101km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"45km SSW of Redoubt Volcano, Alaska",,"M 1.8 - 45km SSW of Redoubt Volcano, Alaska",0,earthquake, Alaska
,1.0,1.78,md,"5km S of Alameda, CA",,"M 1.8 - 5km S of Alameda, CA",0,earthquake, CA
,,1.4,ml,"106km NW of Arctic Village, Alaska",,"M 1.4 - 106km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.78,ml,"23km ESE of Canyonville, Oregon",,"M 1.8 Explosion - 23km ESE of Canyonville, Oregon",0,explosion, Oregon
,,0.9,ml,"133km NW of Haines Junction, Canada",,"M 0.9 - 133km NW of Haines Junction, Canada",0,earthquake, Canada
,,0.39,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,-0.17,ml,"47km WSW of Tanaga Volcano, Alaska",,"M -0.2 - 47km WSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.1,ml,"105km NNW of Arctic Village, Alaska",,"M 1.1 - 105km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.1,ml,"106km NNW of Arctic Village, Alaska",,"M 1.1 - 106km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,3.1,ml,"66km SW of Atka, Alaska",,"M 3.1 - 66km SW of Atka, Alaska",0,earthquake, Alaska
,,1.4,ml,"99km NNW of Arctic Village, Alaska",,"M 1.4 - 99km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,4.6,mb,"260km SSW of Ndoi Island, Fiji",,"M 4.6 - 260km SSW of Ndoi Island, Fiji",0,earthquake, Fiji
,,0.57,md,"9km WNW of The Geysers, CA",,"M 0.6 - 9km WNW of The Geysers, CA",0,earthquake, CA
,,1.3,ml,"61km E of Cape Yakataga, Alaska",,"M 1.3 Ice Quake - 61km E of Cape Yakataga, Alaska",0,ice quake, Alaska
,,0.64,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.2,ml,"103km NNW of Arctic Village, Alaska",,"M 1.2 - 103km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.52,ml,"9km ENE of Aguanga, CA",,"M 0.5 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,0.42,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.48,md,"2km SW of Anderson Springs, CA",,"M 0.5 - 2km SW of Anderson Springs, CA",0,earthquake, CA
,,1.2,ml,"23km SSW of Adak, Alaska",,"M 1.2 - 23km SSW of Adak, Alaska",0,earthquake, Alaska
,,1.64,md,"24km SSE of Old Faithful Geyser, Wyoming",,"M 1.6 - 24km SSE of Old Faithful Geyser, Wyoming",0,earthquake, Wyoming
,,2.68,ml,"11km SSE of Volcano, Hawaii",,"M 2.7 - 11km SSE of Volcano, Hawaii",0,earthquake, Hawaii
,,1.75,ml,"9km NE of Aguanga, CA",,"M 1.8 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.1,ml,"46km ESE of Hawthorne, Nevada",,"M 0.1 - 46km ESE of Hawthorne, Nevada",0,earthquake, Nevada
,,0.4,ml,"11km SW of Anza, CA",,"M 0.4 - 11km SW of Anza, CA",0,earthquake, CA
,,1.75,md,"8km SSE of Leilani Estates, Hawaii",,"M 1.8 - 8km SSE of Leilani Estates, Hawaii",0,earthquake, Hawaii
,,2.2,ml,"22km SSW of Adak, Alaska",,"M 2.2 - 22km SSW of Adak, Alaska",0,earthquake, Alaska
,,1.69,ml,"10km NE of Aguanga, CA",,"M 1.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.2,ml,"109km WSW of Talkeetna, Alaska",,"M 1.2 - 109km WSW of Talkeetna, Alaska",0,earthquake, Alaska
,,2.13,ml,"9km NE of Aguanga, CA",,"M 2.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.38,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.14,md,"3km E of Ridgely, Tennessee",,"M 1.1 - 3km E of Ridgely, Tennessee",0,earthquake, Tennessee
,,1.38,ml,"9km NE of Aguanga, CA",,"M 1.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.04,ml,"9km NE of Aguanga, CA",,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,-0.5,ml,"68km ENE of Beatty, Nevada",,"M -0.5 - 68km ENE of Beatty, Nevada",0,earthquake, Nevada
,,4.0,mb,"66km WSW of Panguna, Papua New Guinea",,"M 4.0 - 66km WSW of Panguna, Papua New Guinea",0,earthquake, Papua New Guinea
,,0.7,ml,"13km SSW of Gabbs, Nevada",,"M 0.7 - 13km SSW of Gabbs, Nevada",0,earthquake, Nevada
,,1.3,ml,"13km WSW of Anchor Point, Alaska",,"M 1.3 - 13km WSW of Anchor Point, Alaska",0,earthquake, Alaska
,,0.58,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.8,ml,"65km ESE of Healy, Alaska",,"M 0.8 - 65km ESE of Healy, Alaska",0,earthquake, Alaska
,,4.4,mb,"14km NNW of Matanza, Colombia",,"M 4.4 - 14km NNW of Matanza, Colombia",0,earthquake, Colombia
,,0.7,ml,"125km NNW of Ruby, Alaska",,"M 0.7 - 125km NNW of Ruby, Alaska",0,earthquake, Alaska
,,0.47,md,"11km WNW of Whitehall, Montana",,"M 0.5 Quarry Blast - 11km WNW of Whitehall, Montana",0,quarry blast, Montana
,,0.24,ml,"17km S of Whitehall, Montana",,"M 0.2 - 17km S of Whitehall, Montana",0,earthquake, Montana
,,1.5,ml,"74km SSW of Kaktovik, Alaska",,"M 1.5 - 74km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.8,ml,"124km SSW of Sand Point, Alaska",,"M 1.8 - 124km SSW of Sand Point, Alaska",0,earthquake, Alaska
,,0.6,ml,"10km NW of North Nenana, Alaska",,"M 0.6 - 10km NW of North Nenana, Alaska",0,earthquake, Alaska
,,0.13,ml,"9km NE of Aguanga, CA",,"M 0.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,4.5,mb,"34km SE of Mountain, Colombia",,"M 4.5 - 34km SE of Mountain, Colombia",0,earthquake, Colombia
,,1.38,ml,"25km NNE of Glide, Oregon",,"M 1.4 Explosion - 25km NNE of Glide, Oregon",0,explosion, Oregon
,,-0.61,ml,"42km ENE of Adak, Alaska",,"M -0.6 - 42km ENE of Adak, Alaska",0,earthquake, Alaska
,,-0.8,ml,"42km ENE of Adak, Alaska",,"M -0.8 - 42km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.71,ml,"5km SE of Palomar Observatory, CA",,"M 0.7 - 5km SE of Palomar Observatory, CA",0,earthquake, CA
,,1.0,ml,"44km NNW of Valdez, Alaska",,"M 1.0 - 44km NNW of Valdez, Alaska",0,earthquake, Alaska
,,1.5,ml,"16km SSE of Big Bear Lake, CA",,"M 1.5 - 16km SSE of Big Bear Lake, CA",0,earthquake, CA
,,0.2,ml,"40km ENE of Big Pine, California",,"M 0.2 - 40km ENE of Big Pine, California",0,earthquake, California
,,2.2,ml,"55km NW of Atka, Alaska",,"M 2.2 - 55km NW of Atka, Alaska",0,earthquake, Alaska
,,1.71,md,"8km WSW of San Ardo, CA",,"M 1.7 - 8km WSW of San Ardo, CA",0,earthquake, CA
,,0.56,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.1,ml,"9km NE of Aguanga, CA",,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,4.7,mb,"33km SE of Mountain, Colombia",,"M 4.7 - 33km SE of Mountain, Colombia",0,earthquake, Colombia
,,1.9,ml,"75km SSW of Kaktovik, Alaska",,"M 1.9 - 75km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.4,ml,"19km E of Fritz Creek, Alaska",,"M 1.4 - 19km E of Fritz Creek, Alaska",0,earthquake, Alaska
,,0.29,md,"5km SE of Mammoth Lakes, CA",,"M 0.3 - 5km SE of Mammoth Lakes, CA",0,earthquake, CA
,,2.0,ml,"21km WSW of Valdez, Alaska",,"M 2.0 - 21km WSW of Valdez, Alaska",0,earthquake, Alaska
,,0.6,ml,"9km ENE of Aguanga, CA",,"M 0.6 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,0.28,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.32,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.52,ml,"10km ENE of Aguanga, CA",,"M 0.5 - 10km ENE of Aguanga, CA",0,earthquake, CA
,,0.24,ml,"16km S of Whitehall, Montana",,"M 0.2 - 16km S of Whitehall, Montana",0,earthquake, Montana
,,0.33,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"63km S of Tanaga Volcano, Alaska",,"M 1.6 - 63km S of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.4,ml,"74km SSW of Kaktovik, Alaska",,"M 2.4 - 74km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.82,ml,"10km NE of Aguanga, CA",,"M 0.8 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.34,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"8km N of Meadow Lakes, Alaska",,"M 1.5 - 8km N of Meadow Lakes, Alaska",0,earthquake, Alaska
,,4.2,mb,South of the Fiji Islands,,M 4.2 - South of the Fiji Islands,0,earthquake,
,,1.98,ml,"9km NE of Aguanga, CA",,"M 2.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.5,ml,"53km SE of Hawthorne, Nevada",,"M 0.5 - 53km SE of Hawthorne, Nevada",0,earthquake, Nevada
,,-0.1,ml,"13km ENE of Hawthorne, Nevada",,"M -0.1 - 13km ENE of Hawthorne, Nevada",0,earthquake, Nevada
,,0.65,md,"10km ENE of Mount Shasta, CA",,"M 0.7 - 10km ENE of Mount Shasta, CA",0,earthquake, CA
,,0.98,ml,"9km NE of Aguanga, CA",,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,-0.42,ml,"13km W of Akutan, Alaska",,"M -0.4 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,1.0,ml,"80km NW of Arctic Village, Alaska",,"M 1.0 - 80km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.78,md,"10km WNW of The Geysers, CA",,"M 0.8 - 10km WNW of The Geysers, CA",0,earthquake, CA
,,1.12,ml,"9km N of Borrego Springs, CA",,"M 1.1 - 9km N of Borrego Springs, CA",0,earthquake, CA
,,0.58,md,"5km WSW of Volcano, Hawaii",,"M 0.6 - 5km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,1.5,ml,"66km E of Cold Bay, Alaska",,"M 1.5 - 66km E of Cold Bay, Alaska",0,earthquake, Alaska
,,-0.2,ml,"48km ESE of Beatty, Nevada",,"M -0.2 - 48km ESE of Beatty, Nevada",0,earthquake, Nevada
,,4.2,mb,"51km NE of Tobelo, Indonesia",,"M 4.2 - 51km NE of Tobelo, Indonesia",0,earthquake, Indonesia
,,1.3,ml,"106km NW of Arctic Village, Alaska",,"M 1.3 - 106km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.3,ml,"14km NE of Big Pine, California",,"M 0.3 - 14km NE of Big Pine, California",0,earthquake, California
,1.0,1.9,ml,"1km NE of Langston, Oklahoma",,"M 1.9 - 1km NE of Langston, Oklahoma",0,earthquake, Oklahoma
,,4.4,mb,"76km WNW of Raoul Island, New Zealand",,"M 4.4 - 76km WNW of Raoul Island, New Zealand",0,earthquake, New Zealand
,,0.81,md,"10km WNW of The Geysers, CA",,"M 0.8 - 10km WNW of The Geysers, CA",0,earthquake, CA
,,3.0,ml,"81km SSW of Kaktovik, Alaska",,"M 3.0 - 81km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.44,ml,"3km SW of Little Lake, CA",,"M 0.4 - 3km SW of Little Lake, CA",0,earthquake, CA
,,1.07,ml,"14km ESE of Lincoln, Montana",,"M 1.1 - 14km ESE of Lincoln, Montana",0,earthquake, Montana
,,0.71,md,"3km E of Mammoth Lakes, CA",,"M 0.7 - 3km E of Mammoth Lakes, CA",0,earthquake, CA
,20.0,2.56,ml,"8km S of Scappoose, Oregon",,"M 2.6 - 8km S of Scappoose, Oregon",0,earthquake, Oregon
,,1.7,ml,"84km E of Old Iliamna, Alaska",,"M 1.7 - 84km E of Old Iliamna, Alaska",0,earthquake, Alaska
,,1.5,ml,"82km SSW of Kaktovik, Alaska",,"M 1.5 - 82km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.0,ml,"38km SSE of Goldfield, Nevada",,"M 0.0 - 38km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,1.2,ml,"30km WSW of Currant, Nevada",,"M 1.2 - 30km WSW of Currant, Nevada",0,earthquake, Nevada
,,1.3,ml,"67km W of Larsen Bay, Alaska",,"M 1.3 - 67km W of Larsen Bay, Alaska",0,earthquake, Alaska
,,0.08,ml,"15km ESE of Anza, CA",,"M 0.1 - 15km ESE of Anza, CA",0,earthquake, CA
,,1.4,ml,"82km WSW of Cantwell, Alaska",,"M 1.4 - 82km WSW of Cantwell, Alaska",0,earthquake, Alaska
,,1.18,ml,"16km E of Lincoln, Montana",,"M 1.2 - 16km E of Lincoln, Montana",0,earthquake, Montana
,,1.3,ml,"3km E of Badger, Alaska",,"M 1.3 - 3km E of Badger, Alaska",0,earthquake, Alaska
,,0.56,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.4,ml,"115km NW of Arctic Village, Alaska",,"M 1.4 - 115km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.06,md,"3km E of Mammoth Lakes, CA",,"M 0.1 - 3km E of Mammoth Lakes, CA",0,earthquake, CA
,,0.12,md,"3km E of Mammoth Lakes, CA",,"M 0.1 - 3km E of Mammoth Lakes, CA",0,earthquake, CA
,,0.44,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.99,ml,"11km ENE of Ocotillo Wells, CA",,"M 1.0 - 11km ENE of Ocotillo Wells, CA",0,earthquake, CA
,,0.57,md,"14km WSW of Lofall, Washington",,"M 0.6 - 14km WSW of Lofall, Washington",0,earthquake, Washington
,,0.17,ml,"11km WSW of Lofall, Washington",,"M 0.2 - 11km WSW of Lofall, Washington",0,earthquake, Washington
,,0.47,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.24,md,"9km NNE of Pinnacles, CA",,"M 1.2 - 9km NNE of Pinnacles, CA",0,earthquake, CA
,,1.6,ml,"93km N of Kobuk, Alaska",,"M 1.6 - 93km N of Kobuk, Alaska",0,earthquake, Alaska
,,1.7,ml,"84km SW of Kaktovik, Alaska",,"M 1.7 - 84km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.17,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"16km E of Lincoln, Montana",,"M 1.5 - 16km E of Lincoln, Montana",0,earthquake, Montana
,,1.7,ml,"10km NNE of Ridgeway, Alaska",,"M 1.7 - 10km NNE of Ridgeway, Alaska",0,earthquake, Alaska
,,0.4,ml,"39km SSE of Goldfield, Nevada",,"M 0.4 - 39km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,2.0,ml,"37km SSE of Little Sitkin Island, Alaska",,"M 2.0 - 37km SSE of Little Sitkin Island, Alaska",0,earthquake, Alaska
,,0.12,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.6,ml,"38km NW of Nellis Air Force Base, Nevada",,"M 0.6 - 38km NW of Nellis Air Force Base, Nevada",0,earthquake, Nevada
,,0.12,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.18,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.68,ml,"45km NW of Stovepipe Wells, CA",,"M 0.7 - 45km NW of Stovepipe Wells, CA",0,earthquake, CA
,,1.11,ml,"9km NE of Aguanga, CA",,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.34,ml,"9km NE of Aguanga, CA",,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.96,md,"15km NW of Parkfield, CA",,"M 1.0 - 15km NW of Parkfield, CA",0,earthquake, CA
,,2.03,ml,"8km NE of Aguanga, CA",,"M 2.0 - 8km NE of Aguanga, CA",0,earthquake, CA
,,0.0,ml,"10km NE of Aguanga, CA",,"M 0.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.6,ml,"9km NE of Aguanga, CA",,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.1,ml,"71km ESE of Cantwell, Alaska",,"M 2.1 - 71km ESE of Cantwell, Alaska",0,earthquake, Alaska
,,1.34,md,"9km NNE of Pinnacles, CA",,"M 1.3 - 9km NNE of Pinnacles, CA",0,earthquake, CA
,,0.81,ml,"10km NE of Aguanga, CA",,"M 0.8 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.35,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.08,ml,"13km NE of Coso Junction, CA",,"M 1.1 - 13km NE of Coso Junction, CA",0,earthquake, CA
,,1.3,ml,"119km WNW of Arctic Village, Alaska",,"M 1.3 - 119km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.16,ml,"9km ENE of Aguanga, CA",,"M 1.2 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,0.01,ml,"9km NE of Aguanga, CA",,"M 0.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.26,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.35,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.8,ml,"10km NE of Aguanga, CA",,"M 0.8 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.14,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.5,ml,"121km WNW of Arctic Village, Alaska",,"M 2.5 - 121km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.05,ml,"3km WNW of Montpelier, Idaho",,"M 2.1 - 3km WNW of Montpelier, Idaho",0,earthquake, Idaho
,,0.89,ml,"12km WSW of Lofall, Washington",,"M 0.9 - 12km WSW of Lofall, Washington",0,earthquake, Washington
,,0.41,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.9,md,"9km NNE of Pinnacles, CA",,"M 1.9 - 9km NNE of Pinnacles, CA",0,earthquake, CA
