alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,2.83,ml,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 2.8 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.8,ml,"40km N of Valdez, Alaska",,"M 1.8 - 40km N of Valdez, Alaska",0,earthquake, Alaska
,,1.6,ml,"110km NNW of Arctic Village, Alaska",,"M 1.6 - 110km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.4,ml,"159km SSE of Kotzebue, Alaska",,"M 2.4 - 159km SSE of Kotzebue, Alaska",0,earthquake, Alaska
,,2.0,ml,"27km NW of Arctic Village, Alaska",,"M 2.0 - 27km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.4,ml,"92km SE of King Salmon, Alaska",,"M 1.4 - 92km SE of King Salmon, Alaska",0,earthquake, Alaska
,,1.6,ml,"58km WNW of Valdez, Alaska",,"M 1.6 - 58km WNW of Valdez, Alaska",0,earthquake, Alaska
,,3.07,md,"84km N of San Antonio, Puerto Rico",,"M 3.1 - 84km N of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,0.92,md,"13km WNW of Toms Place, CA",,"M 0.9 - 13km WNW of Toms Place, CA",0,earthquake, CA
,,1.8,ml,"72km NNW of Arctic Village, Alaska",,"M 1.8 - 72km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.5,ml,"58km NNW of Arctic Village, Alaska",,"M 2.5 - 58km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,4.4,mb,"155km N of Calama, Chile",,"M 4.4 - 155km N of Calama, Chile",0,earthquake, Chile
green,,5.7,mww,"42km WNW of Sola, Vanuatu",,"M 5.7 - 42km WNW of Sola, Vanuatu",0,earthquake, Vanuatu
,9.0,5.2,mb,"15km WSW of Pisco, Peru",,"M 5.2 - 15km WSW of Pisco, Peru",0,earthquake, Peru
,,1.5,ml,"136km SW of Old Crow, Canada",,"M 1.5 - 136km SW of Old Crow, Canada",0,earthquake, Canada
,,4.9,mb,"193km N of Qulansiyah, Yemen",,"M 4.9 - 193km N of Qulansiyah, Yemen",0,earthquake, Yemen
,,1.92,ml,"11km WSW of Volcano, Hawaii",,"M 1.9 - 11km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,2.1,ml,"57km NNW of Arctic Village, Alaska",,"M 2.1 - 57km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"116km WNW of Arctic Village, Alaska",,"M 1.6 - 116km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.9,ml,"61km NNW of Arctic Village, Alaska",,"M 1.9 - 61km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.4,ml,"92km SSW of Kaktovik, Alaska",,"M 2.4 - 92km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.14,ml,"9km NE of Aguanga, CA",,"M 1.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.87,md,"9km NNW of Pinnacles, CA",,"M 0.9 - 9km NNW of Pinnacles, CA",0,earthquake, CA
,,1.81,ml,"21km ENE of Honaunau-Napoopoo, Hawaii",,"M 1.8 - 21km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.67,md,"18km WSW of Toms Place, CA",,"M 0.7 - 18km WSW of Toms Place, CA",0,earthquake, CA
,,0.78,md,"18km WSW of Toms Place, CA",,"M 0.8 - 18km WSW of Toms Place, CA",0,earthquake, CA
,,3.1,ml,"56km NNW of Arctic Village, Alaska",,"M 3.1 - 56km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.54,md,"1km NE of Pinnacles, CA",,"M 1.5 - 1km NE of Pinnacles, CA",0,earthquake, CA
,,0.7,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.98,md,"5km WSW of Volcano, Hawaii",,"M 2.0 - 5km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,2.9,ml,"70km WNW of Valdez, Alaska",,"M 2.9 - 70km WNW of Valdez, Alaska",0,earthquake, Alaska
,,0.99,ml,"9km NE of Aguanga, CA",,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.3,ml,"45km NNW of Arctic Village, Alaska",,"M 2.3 - 45km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.1,md,"12km SSW of Toms Place, CA",,"M 1.1 - 12km SSW of Toms Place, CA",0,earthquake, CA
,,4.9,mb,"151km S of Severo-Kuril'sk, Russia",,"M 4.9 - 151km S of Severo-Kuril'sk, Russia",0,earthquake, Russia
,,1.9,ml,"34km N of Arctic Village, Alaska",,"M 1.9 - 34km N of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"42km NNW of Arctic Village, Alaska",,"M 2.0 - 42km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.9,ml,"45km N of Arctic Village, Alaska",,"M 1.9 - 45km N of Arctic Village, Alaska",0,earthquake, Alaska
,,1.4,ml,"109km ESE of Holy Cross, Alaska",,"M 1.4 - 109km ESE of Holy Cross, Alaska",0,earthquake, Alaska
,,1.6,ml,"50km E of Cape Yakataga, Alaska",,"M 1.6 - 50km E of Cape Yakataga, Alaska",0,earthquake, Alaska
,1.0,1.9,md,"1km NE of Pinnacles, CA",,"M 1.9 - 1km NE of Pinnacles, CA",0,earthquake, CA
,,1.24,md,"39km SSW of Qualeys Camp, NV",,"M 1.2 - 39km SSW of Qualeys Camp, NV",0,earthquake, NV
,,0.7,ml,"18km ESE of Anza, CA",,"M 0.7 - 18km ESE of Anza, CA",0,earthquake, CA
,,1.6,ml,"41km NNW of Arctic Village, Alaska",,"M 1.6 - 41km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,5.1,mb,"236km NNW of Kuril'sk, Russia",,"M 5.1 - 236km NNW of Kuril'sk, Russia",0,earthquake, Russia
,,2.8,ml,"45km NNW of Arctic Village, Alaska",,"M 2.8 - 45km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.96,md,"6km NNW of The Geysers, CA",,"M 1.0 - 6km NNW of The Geysers, CA",0,earthquake, CA
green,64.0,5.7,mww,"13km E of Nueva Concepcion, Guatemala",,"M 5.7 - 13km E of Nueva Concepcion, Guatemala",0,earthquake, Guatemala
,,0.87,ml,"2km ESE of Home Gardens, CA",,"M 0.9 Quarry Blast - 2km ESE of Home Gardens, CA",0,quarry blast, CA
,,1.7,ml,"44km NNW of Arctic Village, Alaska",,"M 1.7 - 44km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.5,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.28,ml,"13km ESE of Lincoln, Montana",,"M 1.3 - 13km ESE of Lincoln, Montana",0,earthquake, Montana
,,0.1,ml,"7km E of Cold Springs, Nevada",,"M 0.1 - 7km E of Cold Springs, Nevada",0,earthquake, Nevada
,,2.9,ml,"54km NNW of Arctic Village, Alaska",,"M 2.9 - 54km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.03,md,"22km W of Petrolia, CA",,"M 2.0 - 22km W of Petrolia, CA",0,earthquake, CA
,,0.91,md,"7km NW of Pinnacles, CA",,"M 0.9 - 7km NW of Pinnacles, CA",0,earthquake, CA
,,1.9,ml,"43km NNW of Arctic Village, Alaska",,"M 1.9 - 43km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,3.0,ml,"110km NNW of Arctic Village, Alaska",,"M 3.0 - 110km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"64km SSW of Kaktovik, Alaska",,"M 1.8 - 64km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.49,md,"2km N of The Geysers, CA",,"M 0.5 - 2km N of The Geysers, CA",0,earthquake, CA
,,1.2,ml,"27km NNE of Nellis Air Force Base, Nevada",,"M 1.2 - 27km NNE of Nellis Air Force Base, Nevada",0,earthquake, Nevada
,,1.8,ml,"54km NNW of Arctic Village, Alaska",,"M 1.8 - 54km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"43km NNW of Arctic Village, Alaska",,"M 1.6 - 43km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"69km WSW of Talkeetna, Alaska",,"M 1.8 - 69km WSW of Talkeetna, Alaska",0,earthquake, Alaska
,,0.69,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"48km NNW of Arctic Village, Alaska",,"M 1.6 - 48km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.82,ml,"10km NE of Aguanga, CA",,"M 0.8 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.8,ml,"45km NNW of Arctic Village, Alaska",,"M 1.8 - 45km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.44,ml,"95km SE of King Salmon, Alaska",,"M 0.4 - 95km SE of King Salmon, Alaska",0,earthquake, Alaska
,,0.55,md,"2km SE of The Geysers, CA",,"M 0.6 - 2km SE of The Geysers, CA",0,earthquake, CA
,,0.68,md,"2km WSW of Mammoth Lakes, CA",,"M 0.7 - 2km WSW of Mammoth Lakes, CA",0,earthquake, CA
,,0.91,md,"8km WNW of The Geysers, CA",,"M 0.9 - 8km WNW of The Geysers, CA",0,earthquake, CA
,,1.89,md,"5km WSW of Volcano, Hawaii",,"M 1.9 - 5km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,2.24,md,"7km WNW of The Geysers, CA",,"M 2.2 - 7km WNW of The Geysers, CA",0,earthquake, CA
,,2.5,ml,"55km NNW of Arctic Village, Alaska",,"M 2.5 - 55km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.54,md,"3km NW of The Geysers, CA",,"M 0.5 - 3km NW of The Geysers, CA",0,earthquake, CA
,,2.05,md,"20km WSW of Ferndale, CA",,"M 2.1 - 20km WSW of Ferndale, CA",0,earthquake, CA
,,2.3,ml,"79km W of Anchor Point, Alaska",,"M 2.3 - 79km W of Anchor Point, Alaska",0,earthquake, Alaska
,,0.6,ml,"7km WNW of Tahoe Vista, California",,"M 0.6 - 7km WNW of Tahoe Vista, California",0,earthquake, California
,19.0,3.05,ml,"9km WSW of Wrightwood, CA",,"M 3.1 - 9km WSW of Wrightwood, CA",0,earthquake, CA
,,2.39,ml,"34km NE of Lucerne Valley, CA",,"M 2.4 - 34km NE of Lucerne Valley, CA",0,earthquake, CA
,,1.17,md,"1km N of The Geysers, CA",,"M 1.2 - 1km N of The Geysers, CA",0,earthquake, CA
,,2.0,ml,"18km SE of Ridgecrest, CA",,"M 2.0 - 18km SE of Ridgecrest, CA",0,earthquake, CA
,,1.6,ml,"122km W of Cantwell, Alaska",,"M 1.6 - 122km W of Cantwell, Alaska",0,earthquake, Alaska
,,2.1,ml,"65km NE of Sutton-Alpine, Alaska",,"M 2.1 - 65km NE of Sutton-Alpine, Alaska",0,earthquake, Alaska
,,1.52,ml,"44km NNW of Los Algodones, B.C., MX",,"M 1.5 Quarry Blast - 44km NNW of Los Algodones, B.C., MX",0,quarry blast," B.C., MX"
,,2.36,md,"26km N of San Juan, Puerto Rico",,"M 2.4 - 26km N of San Juan, Puerto Rico",0,earthquake, Puerto Rico
,,1.85,md,"4km S of Loyola, CA",,"M 1.9 Quarry Blast - 4km S of Loyola, CA",0,quarry blast, CA
,,1.5,ml,"63km SSW of Kaktovik, Alaska",,"M 1.5 - 63km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,3.0,2.44,md,"11km NNW of Yosemite Lakes, CA",,"M 2.4 - 11km NNW of Yosemite Lakes, CA",0,earthquake, CA
,,4.7,mb,"71km NNE of Akutan, Alaska",,"M 4.7 - 71km NNE of Akutan, Alaska",0,earthquake, Alaska
,7.0,2.9,ml,"12km SE of Knik-Fairview, Alaska",,"M 2.9 - 12km SE of Knik-Fairview, Alaska",0,earthquake, Alaska
,,1.62,ml,"6km NNW of Harper, Kansas",,"M 1.6 - 6km NNW of Harper, Kansas",0,earthquake, Kansas
,,1.9,ml,"74km W of Big Lake, Alaska",,"M 1.9 - 74km W of Big Lake, Alaska",0,earthquake, Alaska
,,0.55,md,"3km NNW of The Geysers, CA",,"M 0.6 - 3km NNW of The Geysers, CA",0,earthquake, CA
,,1.07,ml,"94km SW of Anchor Point, Alaska",,"M 1.1 - 94km SW of Anchor Point, Alaska",0,earthquake, Alaska
,,0.36,ml,"14km ENE of Redoubt Volcano, Alaska",,"M 0.4 - 14km ENE of Redoubt Volcano, Alaska",0,earthquake, Alaska
,,1.2,ml,"36km WSW of Big Lake, Alaska",,"M 1.2 - 36km WSW of Big Lake, Alaska",0,earthquake, Alaska
,,1.98,md,"56km N of Punta Cana, Dominican Republic",,"M 2.0 - 56km N of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,0.51,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.08,ml,"24km W of Dutch Harbor, Alaska",,"M 0.1 - 24km W of Dutch Harbor, Alaska",0,earthquake, Alaska
,,2.81,md,"74km N of Tierras Nuevas Poniente, Puerto Rico",,"M 2.8 - 74km N of Tierras Nuevas Poniente, Puerto Rico",0,earthquake, Puerto Rico
,1.0,2.06,md,"8km SSE of San Juan Bautista, CA",,"M 2.1 - 8km SSE of San Juan Bautista, CA",0,earthquake, CA
,6.0,4.6,mb,"63km ESE of Manjimup, Australia",,"M 4.6 - 63km ESE of Manjimup, Australia",0,earthquake, Australia
,,1.5,ml,"81km SSW of Arctic Village, Alaska",,"M 1.5 - 81km SSW of Arctic Village, Alaska",0,earthquake, Alaska
,2.0,3.3,ml,"116km W of Ferndale, CA",,"M 3.3 - 116km W of Ferndale, CA",0,earthquake, CA
,,0.63,md,"5km NNW of The Geysers, CA",,"M 0.6 - 5km NNW of The Geysers, CA",0,earthquake, CA
,,0.76,ml,"118km SSE of King Salmon, Alaska",,"M 0.8 - 118km SSE of King Salmon, Alaska",0,earthquake, Alaska
,,1.24,ml,"96km SW of Anchor Point, Alaska",,"M 1.2 - 96km SW of Anchor Point, Alaska",0,earthquake, Alaska
,,0.8,ml,"17km ENE of Spanish Springs, Nevada",,"M 0.8 - 17km ENE of Spanish Springs, Nevada",0,earthquake, Nevada
,,0.8,ml,"39km ESE of Bridgeport, California",,"M 0.8 - 39km ESE of Bridgeport, California",0,earthquake, California
,,0.3,ml,"3km WSW of Tahoe Vista, California",,"M 0.3 - 3km WSW of Tahoe Vista, California",0,earthquake, California
,,1.58,ml,"14km SE of Lincoln, Montana",,"M 1.6 - 14km SE of Lincoln, Montana",0,earthquake, Montana
,,3.34,md,"37km NE of Road Town, British Virgin Islands",,"M 3.3 - 37km NE of Road Town, British Virgin Islands",0,earthquake, British Virgin Islands
,,1.64,md,"7km NE of Rohnert Park, CA",,"M 1.6 - 7km NE of Rohnert Park, CA",0,earthquake, CA
,,1.72,md,"7km NE of Rohnert Park, CA",,"M 1.7 - 7km NE of Rohnert Park, CA",0,earthquake, CA
,,0.29,ml,"9km NE of Aguanga, CA",,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.7,ml,"57km SE of Warm Springs, Nevada",,"M 0.7 - 57km SE of Warm Springs, Nevada",0,earthquake, Nevada
,,1.1,ml,"9km N of North Nenana, Alaska",,"M 1.1 - 9km N of North Nenana, Alaska",0,earthquake, Alaska
,,1.54,md,"11km NE of Pinnacles, CA",,"M 1.5 - 11km NE of Pinnacles, CA",0,earthquake, CA
,,1.7,ml,"103km NNW of Arctic Village, Alaska",,"M 1.7 - 103km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"32km WNW of Nikiski, Alaska",,"M 1.8 - 32km WNW of Nikiski, Alaska",0,earthquake, Alaska
,,3.2,ml,"74km SW of Kaktovik, Alaska",,"M 3.2 - 74km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,2.45,md,"57km N of Hatillo, Puerto Rico",,"M 2.5 - 57km N of Hatillo, Puerto Rico",0,earthquake, Puerto Rico
,,0.81,ml,"8km ENE of Aguanga, CA",,"M 0.8 - 8km ENE of Aguanga, CA",0,earthquake, CA
,,2.05,ml,"26km NE of Jackson, Wyoming",,"M 2.1 - 26km NE of Jackson, Wyoming",0,earthquake, Wyoming
,,-0.12,ml,"42km ENE of Adak, Alaska",,"M -0.1 - 42km ENE of Adak, Alaska",0,earthquake, Alaska
,,3.3,ml,"262km SE of Kodiak, Alaska",,"M 3.3 - 262km SE of Kodiak, Alaska",0,earthquake, Alaska
,,2.2,ml,"47km SW of Cantwell, Alaska",,"M 2.2 - 47km SW of Cantwell, Alaska",0,earthquake, Alaska
,,1.12,md,"2km WNW of The Geysers, CA",,"M 1.1 - 2km WNW of The Geysers, CA",0,earthquake, CA
,,0.5,ml,"12km SSW of Anza, CA",,"M 0.5 - 12km SSW of Anza, CA",0,earthquake, CA
,,0.5,ml,"7km E of Cold Springs, Nevada",,"M 0.5 - 7km E of Cold Springs, Nevada",0,earthquake, Nevada
,,2.2,ml,"108km NW of Arctic Village, Alaska",,"M 2.2 - 108km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.7,ml,"54km NW of Carlin, Nevada",,"M 1.7 - 54km NW of Carlin, Nevada",0,earthquake, Nevada
,,1.6,ml,"42km NNW of Valdez, Alaska",,"M 1.6 - 42km NNW of Valdez, Alaska",0,earthquake, Alaska
,,1.3,md,"3km SW of Volcano, Hawaii",,"M 1.3 - 3km SW of Volcano, Hawaii",0,earthquake, Hawaii
,,0.7,ml,"9km NE of Aguanga, CA",,"M 0.7 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"123km NNW of Arctic Village, Alaska",,"M 1.6 - 123km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"16km NNE of Valdez, Alaska",,"M 1.8 - 16km NNE of Valdez, Alaska",0,earthquake, Alaska
,,1.84,md,"32km SE of Leilani Estates, Hawaii",,"M 1.8 - 32km SE of Leilani Estates, Hawaii",0,earthquake, Hawaii
,,0.5,ml,"15km E of Fernley, Nevada",,"M 0.5 - 15km E of Fernley, Nevada",0,earthquake, Nevada
,,1.22,ml,"7km S of Palomar Observatory, CA",,"M 1.2 - 7km S of Palomar Observatory, CA",0,earthquake, CA
,,1.28,ml,"9km NE of Aguanga, CA",,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.62,ml,"53km SSW of Redoubt Volcano, Alaska",,"M 0.6 - 53km SSW of Redoubt Volcano, Alaska",0,earthquake, Alaska
,,4.6,mb,East of the Kuril Islands,,M 4.6 - East of the Kuril Islands,0,earthquake,
,1.0,2.5,mb_lg,"5km E of Hennessey, Oklahoma",,"M 2.5 - 5km E of Hennessey, Oklahoma",0,earthquake, Oklahoma
,,-0.14,ml,"13km W of Akutan, Alaska",,"M -0.1 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,-0.3,ml,"13km W of Akutan, Alaska",,"M -0.3 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,1.5,md,"3km E of Ridgely, Tennessee",,"M 1.5 - 3km E of Ridgely, Tennessee",0,earthquake, Tennessee
,,0.56,md,"8km NW of The Geysers, CA",,"M 0.6 - 8km NW of The Geysers, CA",0,earthquake, CA
,,1.45,md,"1km E of Juana Diaz, Puerto Rico",,"M 1.5 - 1km E of Juana Diaz, Puerto Rico",0,earthquake, Puerto Rico
,,1.44,md,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 1.4 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.92,ml,"9km NE of Aguanga, CA",,"M 0.9 - 9km NE of Aguanga, CA",0,earthquake, CA
,,4.8,mb,"115km ESE of Kimbe, Papua New Guinea",,"M 4.8 - 115km ESE of Kimbe, Papua New Guinea",0,earthquake, Papua New Guinea
,,2.0,ml,"67km E of Cape Yakataga, Alaska",,"M 2.0 - 67km E of Cape Yakataga, Alaska",0,earthquake, Alaska
,,4.5,mb,"284km NNE of Ndoi Island, Fiji",,"M 4.5 - 284km NNE of Ndoi Island, Fiji",0,earthquake, Fiji
,,1.5,ml,"42km W of Talkeetna, Alaska",,"M 1.5 - 42km W of Talkeetna, Alaska",0,earthquake, Alaska
,,0.54,md,"5km NW of The Geysers, CA",,"M 0.5 - 5km NW of The Geysers, CA",0,earthquake, CA
,,0.95,md,"23km ENE of Honaunau-Napoopoo, Hawaii",,"M 1.0 - 23km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.6,ml,"116km NNW of Arctic Village, Alaska",,"M 1.6 - 116km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.7,ml,"122km NNW of Arctic Village, Alaska",,"M 1.7 - 122km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.49,md,"27km E of Honaunau-Napoopoo, Hawaii",,"M 1.5 - 27km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,-0.63,ml,"13km W of Akutan, Alaska",,"M -0.6 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,15.0,3.32,ml,"9km NNW of Volcano, Hawaii",,"M 3.3 - 9km NNW of Volcano, Hawaii",0,earthquake, Hawaii
,,0.99,md,"3km NW of The Geysers, CA",,"M 1.0 - 3km NW of The Geysers, CA",0,earthquake, CA
,,1.77,md,"27km E of Honaunau-Napoopoo, Hawaii",,"M 1.8 - 27km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,1.2,ml,"11km SSW of Badger, Alaska",,"M 1.2 - 11km SSW of Badger, Alaska",0,earthquake, Alaska
,,2.41,ml,"21km ENE of Honaunau-Napoopoo, Hawaii",,"M 2.4 - 21km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,3.2,ml,"252km SE of Kodiak, Alaska",,"M 3.2 - 252km SE of Kodiak, Alaska",0,earthquake, Alaska
,,2.5,ml,"59km WSW of Anchor Point, Alaska",,"M 2.5 - 59km WSW of Anchor Point, Alaska",0,earthquake, Alaska
,,0.33,ml,"9km NE of Aguanga, CA",,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.7,ml,"107km NW of Talkeetna, Alaska",,"M 1.7 - 107km NW of Talkeetna, Alaska",0,earthquake, Alaska
,,1.36,ml,"6km SW of Valle Vista, CA",,"M 1.4 - 6km SW of Valle Vista, CA",0,earthquake, CA
,,2.29,md,"25km NW of Rincon, Puerto Rico",,"M 2.3 - 25km NW of Rincon, Puerto Rico",0,earthquake, Puerto Rico
,,0.1,ml,"16km ENE of Spanish Springs, Nevada",,"M 0.1 - 16km ENE of Spanish Springs, Nevada",0,earthquake, Nevada
,,0.53,md,"8km ESE of Mammoth Lakes, CA",,"M 0.5 - 8km ESE of Mammoth Lakes, CA",0,earthquake, CA
,,0.98,md,"8km WNW of Cobb, CA",,"M 1.0 - 8km WNW of Cobb, CA",0,earthquake, CA
,,5.1,mb,Pacific-Antarctic Ridge,,M 5.1 - Pacific-Antarctic Ridge,0,earthquake,
,,0.57,ml,"6km S of Palomar Observatory, CA",,"M 0.6 - 6km S of Palomar Observatory, CA",0,earthquake, CA
,,0.4,ml,"3km WSW of Tahoe Vista, California",,"M 0.4 - 3km WSW of Tahoe Vista, California",0,earthquake, California
,,0.4,ml,"16km ENE of Spanish Springs, Nevada",,"M 0.4 - 16km ENE of Spanish Springs, Nevada",0,earthquake, Nevada
,,0.87,md,"13km WNW of Toms Place, CA",,"M 0.9 - 13km WNW of Toms Place, CA",0,earthquake, CA
,,1.0,ml,"54km ENE of Sutton-Alpine, Alaska",,"M 1.0 - 54km ENE of Sutton-Alpine, Alaska",0,earthquake, Alaska
,,0.69,md,"13km WNW of Toms Place, CA",,"M 0.7 - 13km WNW of Toms Place, CA",0,earthquake, CA
,,0.81,ml,"12km ENE of Ocotillo Wells, CA",,"M 0.8 - 12km ENE of Ocotillo Wells, CA",0,earthquake, CA
,,1.9,ml,"160km SSE of Kotzebue, Alaska",,"M 1.9 - 160km SSE of Kotzebue, Alaska",0,earthquake, Alaska
,,0.9,ml,"13km ESE of Lincoln, Montana",,"M 0.9 - 13km ESE of Lincoln, Montana",0,earthquake, Montana
,,0.88,ml,"16km N of Inyokern, CA",,"M 0.9 - 16km N of Inyokern, CA",0,earthquake, CA
,,2.56,md,"33km NW of San Antonio, Puerto Rico",,"M 2.6 - 33km NW of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,1.88,md,"23km NW of Parkfield, CA",,"M 1.9 - 23km NW of Parkfield, CA",0,earthquake, CA
,,1.8,ml,"28km W of Cohoe, Alaska",,"M 1.8 - 28km W of Cohoe, Alaska",0,earthquake, Alaska
,,1.8,ml,"65km SE of Cantwell, Alaska",,"M 1.8 - 65km SE of Cantwell, Alaska",0,earthquake, Alaska
,,1.0,ml,"33km W of Ester, Alaska",,"M 1.0 - 33km W of Ester, Alaska",0,earthquake, Alaska
,,1.7,ml,"82km E of Bear Creek, Alaska",,"M 1.7 - 82km E of Bear Creek, Alaska",0,earthquake, Alaska
,,0.8,ml,"63km E of Lazy Mountain, Alaska",,"M 0.8 - 63km E of Lazy Mountain, Alaska",0,earthquake, Alaska
,,1.7,ml,"130km NW of Arctic Village, Alaska",,"M 1.7 - 130km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"84km E of Bear Creek, Alaska",,"M 1.6 - 84km E of Bear Creek, Alaska",0,earthquake, Alaska
,,1.4,ml,"87km E of Bear Creek, Alaska",,"M 1.4 - 87km E of Bear Creek, Alaska",0,earthquake, Alaska
,,0.38,ml,"12km NE of Little Lake, CA",,"M 0.4 - 12km NE of Little Lake, CA",0,earthquake, CA
,,1.3,ml,"114km NNW of Talkeetna, Alaska",,"M 1.3 - 114km NNW of Talkeetna, Alaska",0,earthquake, Alaska
,,0.88,md,"4km SE of Mammoth Lakes, CA",,"M 0.9 - 4km SE of Mammoth Lakes, CA",0,earthquake, CA
,,0.99,ml,"13km N of Borrego Springs, CA",,"M 1.0 - 13km N of Borrego Springs, CA",0,earthquake, CA
,,0.06,md,"14km NNE of Mineral, CA",,"M 0.1 - 14km NNE of Mineral, CA",0,earthquake, CA
,,0.79,ml,"5km NE of Anza, CA",,"M 0.8 - 5km NE of Anza, CA",0,earthquake, CA
,,1.0,ml,"61km S of Cantwell, Alaska",,"M 1.0 - 61km S of Cantwell, Alaska",0,earthquake, Alaska
,,0.76,ml,"2km NNW of Cabazon, CA",,"M 0.8 - 2km NNW of Cabazon, CA",0,earthquake, CA
,,1.3,ml,"51km NE of Yakutat, Alaska",,"M 1.3 - 51km NE of Yakutat, Alaska",0,earthquake, Alaska
,,4.7,mb,"38km SSW of Nggongi Satu, Indonesia",,"M 4.7 - 38km SSW of Nggongi Satu, Indonesia",0,earthquake, Indonesia
,,0.42,ml,"8km NE of Aguanga, CA",,"M 0.4 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.35,md,"16km ESE of Pinnacles, CA",,"M 1.4 - 16km ESE of Pinnacles, CA",0,earthquake, CA
,,0.32,md,"10km ENE of Mammoth Lakes, CA",,"M 0.3 - 10km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,1.8,ml,"72km SW of Kaktovik, Alaska",,"M 1.8 - 72km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,2.6,ml,"83km WNW of Arctic Village, Alaska",,"M 2.6 - 83km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.45,ml,"29km NNW of Packwood, Washington",,"M 0.5 - 29km NNW of Packwood, Washington",0,earthquake, Washington
,,1.32,ml,"9km W of Progreso, B.C., MX",,"M 1.3 - 9km W of Progreso, B.C., MX",0,earthquake," B.C., MX"
